               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,             0.02515,            0.030444,            0.001179,             0.80421,             0.76527,             0.82956,             0.46138,            0.028744,            0.013059,           0.0016422,           0.0021717,           0.0021717,           0.0021717
                 155,            0.024905,            0.030616,           0.0006965,             0.74455,             0.80316,             0.82162,             0.46883,            0.029212,            0.012729,           0.0019635,           0.0021245,           0.0021245,           0.0021245
                 156,            0.025295,            0.031135,           0.0008891,             0.75553,              0.7854,             0.82332,             0.47086,            0.029042,            0.012696,          0.00056451,           0.0020782,           0.0020782,           0.0020782
                 157,            0.025118,             0.03258,           0.0011072,             0.76555,              0.7734,             0.81983,             0.47584,            0.028927,            0.012926,          0.00096492,           0.0020327,           0.0020327,           0.0020327
                 158,            0.024784,              0.0317,           0.0010588,             0.80403,             0.73629,             0.81883,             0.46916,             0.02906,             0.01286,            0.001732,           0.0019881,           0.0019881,           0.0019881
                 159,            0.024772,            0.030622,          0.00086966,             0.80746,             0.74187,             0.81504,              0.4579,            0.029308,            0.012808,           0.0013731,           0.0019443,           0.0019443,           0.0019443
                 160,            0.024817,            0.031259,           0.0010266,             0.81393,             0.74363,              0.8171,             0.46011,            0.029453,            0.013041,           0.0023705,           0.0019014,           0.0019014,           0.0019014
                 161,            0.025023,            0.031849,          0.00079355,             0.76071,             0.79297,             0.80772,             0.46083,            0.029302,            0.012892,           0.0029621,           0.0018594,           0.0018594,           0.0018594
                 162,             0.02438,            0.029566,          0.00083087,             0.78933,             0.77513,             0.80992,             0.46538,            0.029354,            0.012986,           0.0016272,           0.0018183,           0.0018183,           0.0018183
                 163,            0.024729,            0.029584,          0.00068303,             0.74908,             0.78435,             0.80362,             0.45174,            0.029569,            0.013048,           0.0023625,           0.0017781,           0.0017781,           0.0017781
                 164,            0.024411,              0.0283,          0.00073288,             0.73328,             0.81755,             0.81189,             0.46159,             0.02954,            0.012992,           0.0031001,           0.0017389,           0.0017389,           0.0017389
                 165,             0.02441,            0.028765,          0.00086589,             0.76309,             0.80544,             0.82847,             0.47028,            0.029156,             0.01281,           0.0032803,           0.0017005,           0.0017005,           0.0017005
                 166,            0.024393,            0.026044,          0.00081486,             0.69491,             0.83197,             0.81769,             0.46334,            0.029489,            0.012747,           0.0023534,           0.0016631,           0.0016631,           0.0016631
                 167,            0.023893,            0.029353,          0.00062154,             0.75605,             0.77694,             0.82029,             0.46281,            0.029655,            0.012902,           0.0021174,           0.0016267,           0.0016267,           0.0016267
                 168,            0.024379,            0.032791,           0.0010055,             0.74393,             0.82607,              0.8204,             0.46075,             0.02918,            0.012879,           0.0023028,           0.0015912,           0.0015912,           0.0015912
                 169,            0.024076,            0.029966,          0.00074708,             0.76058,              0.7713,             0.81093,             0.45863,            0.028954,            0.012835,            0.002065,           0.0015566,           0.0015566,           0.0015566
                 170,            0.024154,            0.031105,          0.00072078,              0.7731,             0.78853,             0.80184,             0.46548,             0.02943,            0.012673,           0.0021238,           0.0015231,           0.0015231,           0.0015231
                 171,            0.024152,            0.028309,          0.00057278,             0.73949,             0.80618,              0.8135,             0.46527,            0.029177,            0.012769,            0.002779,           0.0014905,           0.0014905,           0.0014905
                 172,            0.024093,            0.030217,           0.0008311,             0.75191,              0.8053,             0.81879,             0.46731,            0.028903,            0.012828,           0.0033526,           0.0014589,           0.0014589,           0.0014589
                 173,            0.024425,             0.02832,          0.00077516,              0.7306,             0.78748,             0.80304,             0.46181,            0.029326,            0.012992,           0.0035295,           0.0014283,           0.0014283,           0.0014283
                 174,            0.023912,            0.028731,          0.00063744,             0.74105,             0.83081,             0.81734,             0.46281,            0.029169,            0.012719,           0.0036619,           0.0013987,           0.0013987,           0.0013987
                 175,            0.023889,            0.027935,          0.00070069,             0.81039,              0.7479,             0.82851,             0.46732,            0.028945,            0.012719,           0.0033347,           0.0013701,           0.0013701,           0.0013701
                 176,            0.024112,            0.027399,          0.00077053,             0.80965,             0.76058,             0.83116,             0.46232,             0.02977,            0.012683,            0.002777,           0.0013425,           0.0013425,           0.0013425
                 177,            0.024131,            0.030672,          0.00093786,             0.78625,             0.77075,             0.82639,             0.46487,            0.029423,            0.012629,           0.0017198,            0.001316,            0.001316,            0.001316
                 178,              0.0237,            0.029504,          0.00069719,             0.71797,             0.82894,             0.82309,             0.47086,            0.029133,            0.012913,           0.0015846,           0.0012905,           0.0012905,           0.0012905
                 179,            0.023682,            0.029646,          0.00060026,             0.79298,             0.76627,             0.83151,             0.46961,            0.028943,            0.012908,           0.0013878,            0.001266,            0.001266,            0.001266
                 180,             0.02394,            0.028926,          0.00064107,             0.81384,             0.74373,              0.8322,             0.46786,            0.028669,            0.013192,           0.0012144,           0.0012426,           0.0012426,           0.0012426
                 181,            0.023385,            0.030815,          0.00051789,             0.79843,             0.76668,             0.81904,             0.46061,            0.029067,            0.013314,           0.0016996,           0.0012202,           0.0012202,           0.0012202
                 182,            0.023647,              0.0316,          0.00092439,             0.75944,             0.77884,              0.8067,             0.45461,            0.029244,            0.013353,            0.001892,           0.0011989,           0.0011989,           0.0011989
                 183,            0.023889,            0.029444,          0.00079619,               0.824,             0.73537,             0.82662,             0.46669,             0.02894,            0.013249,           0.0013476,           0.0011787,           0.0011787,           0.0011787
                 184,            0.023851,             0.03186,          0.00086234,              0.7989,             0.77265,             0.82467,             0.46247,            0.029041,            0.013219,           0.0012427,           0.0011595,           0.0011595,           0.0011595
                 185,            0.023394,            0.027308,          0.00079037,             0.75558,             0.80684,              0.8292,              0.4702,            0.028828,            0.013082,          0.00070251,           0.0011414,           0.0011414,           0.0011414
                 186,            0.023516,            0.028193,          0.00085937,             0.77894,             0.79032,             0.81676,             0.46121,            0.028607,            0.013297,          0.00061588,           0.0011243,           0.0011243,           0.0011243
                 187,            0.023839,            0.031602,          0.00058833,             0.73549,             0.82086,              0.8298,             0.47249,            0.029196,            0.013192,           0.0013381,           0.0011084,           0.0011084,           0.0011084
                 188,            0.023594,            0.028017,          0.00055798,             0.82463,             0.75474,              0.8218,             0.47183,            0.029711,            0.013194,           0.0012625,           0.0010935,           0.0010935,           0.0010935
                 189,            0.023759,            0.029216,          0.00089664,             0.78382,             0.77917,             0.82337,             0.46771,            0.030756,             0.01324,           0.0023625,           0.0010797,           0.0010797,           0.0010797
                 190,            0.023605,             0.02992,          0.00061237,             0.83264,             0.74639,             0.81841,             0.47316,            0.030733,            0.013255,           0.0028183,            0.001067,            0.001067,            0.001067
                 191,            0.023908,            0.028291,          0.00047815,             0.83648,              0.7358,             0.82025,             0.46379,            0.029761,            0.013168,           0.0020758,           0.0010554,           0.0010554,           0.0010554
                 192,             0.02341,             0.02892,           0.0008452,             0.82953,             0.75257,               0.813,             0.47183,             0.02927,            0.013297,           0.0017303,           0.0010449,           0.0010449,           0.0010449
                 193,            0.023193,            0.027591,          0.00054237,             0.84317,             0.73535,             0.81562,             0.47166,            0.029653,            0.013061,            0.001284,           0.0010355,           0.0010355,           0.0010355
                 194,            0.023403,            0.030065,          0.00073199,             0.81258,             0.75439,             0.81711,             0.46419,             0.02914,            0.013086,           0.0014819,           0.0010272,           0.0010272,           0.0010272
                 195,            0.023306,            0.031785,          0.00092831,             0.81832,             0.77151,             0.82873,             0.46739,             0.02937,            0.013066,           0.0012495,             0.00102,             0.00102,             0.00102
                 196,            0.023561,            0.028888,          0.00062302,             0.80109,             0.75206,             0.82104,             0.47749,            0.029173,            0.013021,           0.0010136,           0.0010139,           0.0010139,           0.0010139
                 197,            0.023008,            0.027675,          0.00054433,             0.77443,             0.75785,              0.8156,             0.47676,            0.029077,            0.013167,           0.0010179,           0.0010089,           0.0010089,           0.0010089
                 198,            0.023087,            0.028424,          0.00057031,             0.80311,             0.74925,             0.80621,             0.47026,            0.028865,            0.013429,          0.00081576,            0.001005,            0.001005,            0.001005
                 199,            0.023497,            0.030412,          0.00055556,             0.80639,             0.75034,             0.80596,              0.4675,            0.029096,            0.013299,           0.0010722,           0.0010022,           0.0010022,           0.0010022
